ID,Code,Location,Prefecture,Site,Receiver,Antenna
電子基準点,,,,,,
局番号,基準点コード,局名称,県名,施設名,受信機名,アンテナ名
021092,EL04730045302,喜入,鹿児島県,喜入総合運動場,TRIMBLE ALLOY,TRM159900.00    GSI
021093,EL04630669901,大根占,鹿児島県,錦江町立池田学習センター,TOPCON NETG5,TRM59800.80     GSI
021094,EL03927476902,与那城,沖縄県,うるま市立伊計小中学校,TOPCON NETG5,TRM59800.80     GSI
021095,EL03927367001,北谷,沖縄県,北谷町立桑江中学校,TRIMBLE ALLOY,TRM159900.00    GSI
021096,EL03927253403,那覇,沖縄県,ひよどり公園,TOPCON NETG5,TRM59800.80     GSI
021098,EL03653374801,南鳥島,東京都,気象庁測候所,TRIMBLE ALLOY,TRM59800.80     GSI
021099,EL05437143402,乗鞍岳,岐阜県,乗鞍国有林　１２０ニ林小班　東京大学宇宙線研究所　乗鞍観測所,TOPCON NETG5,TRM59800.80     GSI
021100,EL05338053801,富士山,静岡県及び山梨県,富士山測候所,TRIMBLE ALLOY,TRM59800.80     GSI
021101,EL05236542005,大安Ａ,三重県,いなべ市立石榑小学校,TRIMBLE ALLOY,TPSCR.G5        GSI
031102,EL05238718402,静岡畑薙Ａ,静岡県,畑薙第一ダム,TRIMBLE NETR9,TPSCR.G5        GSI
031103,EL05237336301,作手,愛知県,新城市立巴小学校,TRIMBLE ALLOY,TPSCR.G5        GSI
031104,EL05136675802,鳥羽２,三重県,鳥羽市立神島中学校,TRIMBLE ALLOY,TPSCR.G5        GSI
031105,EL05136464402,磯部,三重県,志摩市立磯部小学校,TOPCON NETG5,TPSCR.G5        GSI
031106,EL05136335101,紀勢,三重県,紀勢町児童館,TOPCON NETG5,TPSCR.G5        GSI
031107,EL05036711102,三重熊野２,三重県,熊野市立新鹿小学校,TOPCON NETG5,TPSCR.G5        GSI
031108,EL05135158902,大塔,奈良県,,NETG3,TPSCR4          GSI
031109,EL05135120302,金屋,和歌山県,有田川町立五西月小学校,TOPCON NETG5,TPSCR.G5        GSI
031110,EL05035632102,南部川,和歌山県,みなべ町立清川中学校,TOPCON NETG5,TPSCR.G5        GSI
031111,EL05035565902,熊野川,和歌山県,新宮市立熊野川中学校,TOPCON NETG5,TPSCR.G5        GSI
031112,EL05035337202,白浜,和歌山県,白浜町立富田小学校,TOPCON NETG5,TPSCR.G5        GSI
031113,EL05035262603,古座,和歌山県,古座町大型共同作業場,TOPCON NETG5,TPSCR.G5        GSI
031114,EL05034741001,徳島勝浦,徳島県,勝浦町立勝浦中学校,TOPCON NETG5,TPSCR.G5        GSI
031115,EL05033660302,西祖谷山,徳島県,三好市立有瀬小学校（休校）,NETG3,TPSCR4          GSI
031116,EL05034538802,相生,徳島県,那賀町立相生小学校,TOPCON NETG5,TPSCR.G5        GSI
031117,EL05032241501,大洲,愛媛県,大洲市立冨士山公園（とみすやま）,TRIMBLE ALLOY,TPSCR.G5        GSI
031118,EL04932624802,宇和島２,愛媛県,宇和島市立戸島小学校,TRIMBLE NETR9,TPSCR.G5        GSI
031119,EL05033235401,伊野,高知県,いの町立伊野中学校,TRIMBLE ALLOY,TRM159900.00    GSI
031120,EL05033255502,吉川,高知県,ミニさくら公園,TOPCON NETG5,TPSCR.G5        GSI
031121,EL05034004402,室戸３,高知県,潮害防備保安林,TOPCON NETG5,TPSCR.G5C       GSI
031122,EL04934711401,室戸４,高知県,県道室戸公園線山頂駐車場,TOPCON NETG5,TPSCR.G5        GSI
031123,EL04932777702,檮原２,高知県,檮原町高齢者コミュニティーセンター,TOPCON NETG5,TPSCR.G5        GSI
031124,EL04932467501,中村２,高知県,旧中村市立勝間小学校跡,TOPCON NETG5,TPSCR.G5C       GSI
031125,EL04932274801,土佐清水２,高知県,土佐清水市立布小学校（H21.4.1休校）,TRIMBLE NETR9,TPSCR.G5        GSI
031126,EL04932161401,土佐清水３,高知県,土佐清水市立貝ノ川小学校,TRIMBLE NETR9,TPSCR.G5        GSI
031127,EL05337563502,木曽駒ヶ岳,長野県,国有林１１０林班ロ小班,TRIMBLE ALLOY,TRM59800.80     GSI
031128,EL05336058803,岐阜Ａ,岐阜県,岐阜県立岐南工業高校,TRIMBLE ALLOY,TRM159900.00    GSI
041129,EL05136732403,嬉野,三重県,旧中郷小学校,TRIMBLE ALLOY,TRM59800.80     GSI
041130,EL05035449702,和歌山大塔,和歌山県,富里若者広場,TRIMBLE ALLOY,TRM59800.80     GSI
041131,EL05033476501,物部,高知県,旧岡ノ内小・中学校,TRIMBLE ALLOY,TRM159900.00    GSI
041132,EL05033205301,久万高原,愛媛県,旧中津小学校跡地,TRIMBLE ALLOY,TRM159900.00    GSI
041133,EL04932434901,愛南,愛媛県,愛南町立内海中学校,TRIMBLE ALLOY,TRM159900.00    GSI
041134,EL05032076301,檮原Ａ,高知県,檮原町立檮原中学校,TRIMBLE NETR9,TPSCR.G5        GSI
041135,EL05333158503,東伯Ａ,鳥取県,琴浦町立浦安幼稚園,TOPCON NETG5,TPSCR.G5        GSI
041136,EL05237054003,雄踏Ａ,静岡県,浜松市立雄踏保育園,TOPCON NETG5,TPSCR.G5        GSI
041137,EL04931439004,直入Ａ,大分県,竹田市直入総合支所,TRIMBLE ALLOY,TPSCR.G5        GSI
041138,EL05437649702,立山Ａ,富山県,ホテル立山,TRIMBLE ALLOY,TRM159900.00    GSI
041139,EL05136344304,南島Ａ,三重県,なかよし保育園,TRIMBLE ALLOY,TRM159900.00    GSI
051140,EL03036501602,沖ノ鳥島,東京都,東小島,TRIMBLE NETR9,TRM57970.00     GSI
051141,EL04932572602,四万十,高知県,四万十市立大用中学校,TRIMBLE ALLOY,TRM159900.00    GSI
051142,EL04932351402,宿毛２,高知県,宿毛市立咸陽小学校,TRIMBLE ALLOY,TRM59800.80     GSI
051143,EL05236321303,土山Ａ,滋賀県,甲賀市立土山中学校,TRIMBLE ALLOY,TPSCR.G5        GSI
051144,EL05238366302,戸田Ｂ,静岡県,None,TRIMBLE NETR9,TPSCR.G5        GSI
051145,EL05841228203,岩手川崎Ａ,岩手県,一関市立薄衣小学校,TOPCON NETG5,TRM59800.80     GSI
051146,EL05135130402,和歌山清水Ａ,和歌山県,有田川町立清水保育園,TRIMBLE NETR9,TPSCR.G5        GSI
051147,EL05131065601,徳山Ａ,山口県,周南市周南緑地公園（東５）,TRIMBLE ALLOY,TPSCR.G5        GSI
059071,EL05741447204,Ｍ牡鹿,宮城県,None,TRIMBLE ALLOY,TRM159900.00    GSI
061148,EL05136558802,伊勢,三重県,伊勢市立倉田山中学校,TOPCON NETG5,TRM59800.80     GSI
061149,EL05136355501,南伊勢,三重県,南伊勢町民グランド,TOPCON NETG5,TRM159900.00    GSI
061150,EL06340676102,壮瞥Ａ,北海道,道の駅「そうべつサムズ」,TOPCON NETG5,TPSCR.G5        GSI
061151,EL05132559201,東広島Ａ,広島県,東広島市立志和中学校,TOPCON NETG5,TRM59800.80     GSI
071152,EL05033374301,安芸２,高知県,畑山公民館,TOPCON NETG5,TRM59800.80     GSI
071153,EL05034502902,那賀,徳島県,那賀町立北川小学校,TRIMBLE ALLOY,TRM159900.00    GSI
071154,EL05035522401,みなべ,和歌山県,小目津公園,TOPCON NETG5,TRM59800.80     GSI
071155,EL05035379702,那智勝浦３,和歌山県,宇久井小学校,TRIMBLE ALLOY,TRM159900.00    GSI
071156,EL05036508102,御浜,三重県,寺谷総合公園,TRIMBLE ALLOY,TRM59800.80     GSI
071157,EL05132427702,広島２Ａ,広島県,佐伯運動公園,TOPCON NETG5,TPSCR.G5C       GSI
071158,EL05536460104,志賀Ａ,石川県,志賀町立志賀中学校,TOPCON NETG5,TPSCR.G5C       GSI
071159,EL05941003405,花巻Ａ,岩手県,花巻市立西南中学校,TRIMBLE ALLOY,TPSCR.G5        GSI
071160,EL05237050702,浜松Ａ,静岡県,本町公園,TOPCON NETG5,TPSCR.G5C       GSI
071161,EL05237031503,豊橋Ａ,愛知県,豊橋市立小沢小学校,TOPCON NETG5,TPSCR.G5        GSI
071162,EL05739641203,新潟山北,新潟県,村上高等学校山北分校跡地,TRIMBLE ALLOY,TPSCR.G5        GSI
071163,EL05439722202,群馬利根Ａ,群馬県,根利牧場,TOPCON NETG5,TPSCR.G5C       GSI
071164,EL05132629101,戸河内Ａ,広島県,道の駅　来夢とごうち,TRIMBLE ALLOY,TPSCR.G5        GSI
081165,EL04932747702,宇和島３,愛媛県,三間町運動公園,TRIMBLE ALLOY,TRM159900.00    GSI
081166,EL04933518702,四万十町,高知県,興津崎灯台,TRIMBLE ALLOY,TRM59800.80     GSI
081167,EL05334234902,温泉Ａ,兵庫県,健康公園,TRIMBLE NETR9,TPSCR.G5        GSI
081168,EL04829669201,長崎Ａ,長崎県,脇岬ふれあい公園,TRIMBLE ALLOY,TPSCR.G5        GSI
081169,EL04930071805,矢部Ａ,熊本県,中央グラウンド,TRIMBLE NETR9,TRM59800.80     GSI
081170,EL05235664102,京都左京１Ａ,京都府,京都市立花脊小学校・中学校敷地内,TRIMBLE ALLOY,TRM159900.00    GSI
081171,EL05339550101,練馬Ａ,東京都,練馬区立春日町しゃらのき児童遊園,TRIMBLE ALLOY,TPSCR.G5        GSI
081172,EL04933409803,高知佐賀Ａ,高知県,黒潮町立佐賀中学校,TRIMBLE ALLOY,TRM159900.00    GSI
081173,EL06241610103,椴法華Ａ,北海道,函館市立椴法華中学校,TOPCON NETG5,TPSCR.G5        GSI
091174,EL06040629303,西目屋Ａ,青森県,田代憩いの広場,TOPCON NETG5,TRM59800.80     GSI
091175,EL06140370902,平内Ａ,青森県,夜越山森林公園,TRIMBLE ALLOY,TRM59800.80     GSI
091176,EL05640060401,福島川内Ａ,福島県,川内村コミュニティセンター,TRIMBLE ALLOY,TPSCR.G5        GSI
091177,EL06542070503,新得２Ａ,北海道,新得町立富村牛小中学校,TRIMBLE ALLOY,TRM159900.00    GSI
091178,EL05138712705,御前崎Ａ,静岡県,おまえざき公園,TRIMBLE ALLOY,TRM59800.80     GSI
091179,EL05740360001,仙台,宮城県,仙台市天文台,TOPCON NETG5,TPSCR.G5C       GSI
091180,EL05334320601,岩美Ａ,鳥取県,岩美町立岩美北小学校,TOPCON NETG5,TRM159900.00    GSI
101181,EL05540771902,楢葉Ａ,福島県,楢葉町公民館分館,TRIMBLE ALLOY,TRM159900.00    GSI
101182,EL06445744003,根室１Ａ,北海道,根室市じん芥焼却場,TRIMBLE ALLOY,TPSCR.G5        GSI
101183,EL05239306701,伊東Ａ,静岡県,伊東市立竹の台幼稚園,TOPCON NETG5,TRM159900.00    GSI
111184,EL05941478703,田老Ａ,岩手県,宮古市立田老第一小学校,TOPCON NETG5,TRM159900.00    GSI
111185,EL05740273202,仙台太白,宮城県,仙台市立四郎丸小学校,TOPCON NETG5,TRM59800.80     GSI
111186,EL05639518702,水原Ａ,新潟県,阿賀野市水原野球場,TRIMBLE ALLOY,TRM159900.00    GSI
111187,EL05333122705,米子Ａ,鳥取県,米子特別地域気象観測所,TRIMBLE ALLOY,TRM59800.80     GSI
111188,EL05135069001,十津川２,奈良県,None,TOPCON NETG5,TRM59800.80     GSI
111189,EL05033664102,西祖谷山Ａ,徳島県,三好市立下名小学校,TRIMBLE NETR9,TPSCR.G5        GSI
111190,EL03927151302,糸満,沖縄県,糸満市立喜屋武小学校,TRIMBLE ALLOY,TRM159900.00    GSI
121191,EL05941040204,遠野Ａ,岩手県,遠野市立遠野中学校,TRIMBLE ALLOY,TPSCR.G5        GSI
121192,EL05033675501,東祖谷山Ａ,徳島県,旧三好市立落合小学校,TRIMBLE NETR9,TRM59800.80     GSI
121193,EL05035439004,田辺Ａ,和歌山県,田辺市立稲成小学校,TOPCON NETG5,TPSCR.G5        GSI
131194,EL05239300104,中伊豆Ａ,静岡県,社会福祉法人農協共済中伊豆リハビリテーションセンター,TRIMBLE ALLOY,TRM59800.80     GSI
131195,EL05740665802,色麻Ａ,宮城県,色麻町役場,TOPCON NETG5,TRM59800.80     GSI
131196,EL05840725204,東由利Ａ,秋田県,由利本荘市東由利屋内運動場　げんき館,TOPCON NETG5,TRM59800.80     GSI
131197,EL05132079904,今治Ａ,愛媛県,大新田公園,TOPCON NETG5,TRM159900.00    GSI
131198,EL05034751003,阿南１Ａ,徳島県,阿南第１中学校,TRIMBLE NETR9,TRM159900.00    GSI
131199,EL06443627303,上士幌Ａ,北海道,上士幌町スポーツセンター,TRIMBLE ALLOY,TRM59800.80     GSI
131200,EL03622574503,与那国Ａ,沖縄県,与那国町立久部良中学校,TRIMBLE NETR9,TRM59800.80     GSI
131201,EL05740469804,宮城大和Ａ,宮城県,学校法人　仙台情報工科専門学校宮床実習場,TRIMBLE ALLOY,TRM159900.00    GSI
132009,EL05440215702,石岡,茨城県,茨城県畜産センター,TRIMBLE ALLOY,TRM59800.00     GSI
141202,EL05139203902,神津島１Ａ,東京都,ありま展望台駐車場,TOPCON NETG5,TPSCR.G5        GSI
141203,EL05035159302,串本２,和歌山県,旧安指児童公園,TOPCON NETG5,TRM59800.80     GSI
141204,EL05134304104,高松Ａ,香川県,香川県立高松南高等学校,TOPCON NETG5,TRM159900.00    GSI
141205,EL05033710801,西条Ａ,愛媛県,西条市立飯岡小学校,TOPCON NETG5,TRM59800.80     GSI
141206,EL05338570601,小菅Ａ,山梨県,村営住宅駐車場,TOPCON NETG5,TRM159900.00    GSI
141207,EL05033550301,大豊Ａ,高知県,大杉農村広場,TOPCON NETG5,TRM59800.80     GSI
141208,EL04128578202,鹿児島天城Ａ,鹿児島県,農林水産省九州農政局徳之島用水農業水利事業所,TRIMBLE ALLOY,TPSCR.G5        GSI
141209,EL05238303602,川根Ａ,静岡県,島田市立川根中学校,TOPCON NETG5,TPSCR.G5        GSI
151210,EL05335146901,大飯Ａ,福井県,おおい町立本郷小学校,TOPCON NETG5,TPSCR.G5        GSI
151211,EL03622573502,与那国Ｂ,沖縄県,与那国町役場,TOPCON NETG5,TRM59800.80     GSI
151212,EL05639721804,新発田Ａ,新潟県,新発田市立東中学校,TOPCON NETG5,TPSCR.G5        GSI
151213,EL05134006402,美馬Ａ,徳島県,美馬市立美馬中学校,TRIMBLE ALLOY,TPSCR.G5        GSI
161214,EL05436320901,山中Ａ,石川県,加美台公園,TRIMBLE ALLOY,TRM159900.00    GSI
161215,EL05841643702,住田Ａ,岩手県,八日町農村公園,TRIMBLE ALLOY,TPSCR.G5        GSI
161216,EL05238103102,掛川Ａ,静岡県,掛川市立東中学校,TRIMBLE ALLOY,TRM159900.00    GSI
161217,EL05239507803,湯河原Ａ,神奈川県,湯河原町民体育館,TRIMBLE ALLOY,TRM59800.80     GSI
161218,EL04730241001,鹿児島１Ａ,鹿児島県,谷山恵美須公園,TOPCON NETG5,TPSCR.G5        GSI
171219,EL06440272004,京極Ａ,北海道,京極町立京極小学校,TOPCON NETG5,TRM59800.80     GSI
171220,EL06240322502,知内Ａ,北海道,下水道処理場,TOPCON NETG5,TPSCR.G5        GSI
171221,EL06444537903,標茶２Ａ,北海道,標茶町立塘路小中学校,TOPCON NETG5,TRM59800.80     GSI
171222,EL05339451902,東京千代田,東京都,国会前庭（北地区）,TRIMBLE NETR9,TPSCR.G5C       GSI
171223,EL05339025802,平塚Ａ,神奈川県,平塚市立神田小学校,TOPCON NETG5,TRM59800.80     GSI
181224,EL05240714903,大多喜Ａ,千葉県,大多喜町立大多喜中学校,TOPCON NETG5,TRM159900.00    GSI
181225,EL04930073901,矢部Ｂ,熊本県,山都町立矢部中学校,TRIMBLE ALLOY,TRM59800.80     GSI
181226,EL05034739603,佐那河内Ａ,徳島県,佐那河内中学校小学校,TOPCON NETG5,TRM59800.80     GSI
181227,EL05235040201,大阪Ａ,大阪府,真田山公園,TRIMBLE ALLOY,TRM159900.00    GSI
191228,EL05033674802,東祖谷山Ｂ,徳島県,奥祖谷いやしの温泉郷,TRIMBLE ALLOY,TRM159900.00    GSI
191229,EL05138779801,下田Ａ,静岡県,爪木崎公園,TOPCON NETG5,TPSCR.G5        GSI
191230,EL06041141701,久慈２,岩手県,久慈市立霜畑小学校,TRIMBLE ALLOY,TRM159900.00    GSI
191231,EL05439061305,庄和Ａ,埼玉県,春日部市学校給食センター,TOPCON NETG5,TPSCR.G5        GSI
191232,EL05033010002,中土佐３,高知県,中土佐町農業集落排水事業奈路地区処理施設,TRIMBLE ALLOY,TRM159900.00    GSI
191233,EL05033010902,中土佐４,高知県,中土佐町納骨堂,TRIMBLE ALLOY,TRM159900.00    GSI
191234,EL05740278501,仙台２,宮城県,仙台市立七郷中学校,TOPCON NETG5,TRM159900.00    GSI
191235,EL05237310301,岡崎Ａ,愛知県,南公園,TRIMBLE ALLOY,TPSCR.G5        GSI
191236,EL05132559203,東広島Ｂ,広島県,志和生涯教育センター,TOPCON NETG5,TRM59800.80     GSI
191237,EL04930705801,多久Ａ,佐賀県,多久市中央公園,TRIMBLE ALLOY,TRM59800.80     GSI
201238,EL05437710702,富山Ａ,富山県,富山市立大沢野中学校,TRIMBLE ALLOY,TRM59800.80     GSI
211239,EL06440114804,寿都Ａ,北海道,寿都町役場,TRIMBLE ALLOY,TRM59800.80     GSI
221240,EL06643062101,佐呂間,北海道,佐呂間町立武道館,TOPCON NETG5,TPSCR.G5C       GSI
221241,EL05034661402,伊島,徳島県,阿南市立伊島中学校,TOPCON NETG5,TPSCR.G5C       GSI
221242,EL04429779303,口之島,鹿児島県,口之島フリイ岳展望施設,TOPCON NETG5,TPSCR.G5C       GSI
221243,EL04329518702,宝島,鹿児島県,大籠キャンプ場,TOPCON NETG5,TPSCR.G5C       GSI
221244,EL04229323301,宇検,鹿児島県,宇検村総合運動公園,TOPCON NETG5,TPSCR.G5C       GSI
221245,EL05234070706,明石Ａ,兵庫県,明石市立鳥羽小学校,TRIMBLE ALLOY,TRM59800.80     GSI
221246,EL06340000803,乙部Ａ,北海道,元和台海浜公園,TOPCON NETG5,TPSCR.G5        GSI
221247,EL05035567203,本宮Ａ,和歌山県,田辺市立本宮小学校,TRIMBLE NETR9,TPSCR.G5        GSI
221248,EL05239400603,宇佐美Ａ,静岡県,伊東市立宇佐美小学校,TOPCON NETG5,TPSCR.G5        GSI
221249,EL05132559205,東広島Ｃ,広島県,東広島市立志和小中学校,TOPCON NETG5,TRM59800.80     GSI
221250,EL05339059302,横浜Ａ,神奈川県,本牧臨海公園,TRIMBLE NETR9,TPSCR.G5        GSI
221251,EL05340754204,茨城鹿嶋Ａ,茨城県,国立研究開発法人 情報通信研究機構 鹿島宇宙技術センター,TOPCON NETG5,TRM59800.80     GSI
231252,EL04831551002,日向Ａ,宮崎県,北町金比羅山街区公園,TRIMBLE ALLOY,TRM59800.80     GSI
92106,EL05239400601,宇佐美,静岡県,宇佐美コミュニティセンター,TOPCON NETG5,TPSCR.G5        GSI
92107,EL05239306802,伊東,静岡県,,NETG3,TRM29659.00
92108,,冷川峠,静岡県,本田技研伊東研修センター,4000SSE,TRM23903.00
92109,,南伊豆１,静岡県,南伊豆町立三浜小学校,4000SSE,TRM23903.00
92110,EL05440102601,つくば１,茨城県,国土交通省国土地理院,TRIMBLE ALLOY,TRM159900.00    GSI
93001,EL05439345302,佐野,栃木県,佐野市立吾妻中学校,TOPCON NETG5,TRM159900.00    GSI
93002,EL05440311302,八郷,茨城県,石岡市立芦穂小学校,TRIMBLE ALLOY,TRM159900.00    GSI
93003,EL05439264402,三和,茨城県,三和町諸川コミュニティーパーク,TOPCON NETG5,TRM59800.80     GSI
93004,EL05440241301,鉾田,茨城県,鉾田市立諏訪小学校,TRIMBLE ALLOY,TRM59800.80     GSI
93005,EL05439124702,江南,埼玉県,江南浄水場,TRIMBLE ALLOY,TPSCR.G5        GSI
93006,EL05440121702,出島,茨城県,かすみがうら市立北中学校,TOPCON NETG5,TRM59800.80     GSI
93007,EL05439150002,久喜,埼玉県,埼玉県農林総合研究センター園芸研究所,TOPCON NETG5,TRM159900.00    GSI
93008,EL05439061302,庄和,埼玉県,春日部市立富多小学校,TOPCON NETG5,TPSCR.G5        GSI
93009,EL05340754202,茨城鹿嶋,茨城県,独立行政法人　情報通信研究機構　鹿島宇宙センター,TOPCON NETG5,TRM59800.80     GSI
93010,EL05340736201,桜川,茨城県,稲敷市立桜川中学校,TRIMBLE ALLOY,TRM59800.80     GSI
93011,EL05339731701,川越,埼玉県,川越市立今成小学校,TOPCON NETG5,TRM59800.80     GSI
93012,EL05339772902,守谷,茨城県,守谷市立けやき台中学校,TOPCON NETG5,TRM59800.80     GSI
93013,EL05339752201,大宮,埼玉県,堀崎中央公園,TOPCON NETG5,TRM59800.80     GSI
93014,EL05340614102,利根,茨城県,利根町立文小学校,TOPCON NETG5,TRM159900.00    GSI
93015,EL05340536202,大栄,千葉県,成田市立川上小学校,TRIMBLE NETR9,TPSCR.G5        GSI
93016,EL05339563501,足立,東京都,一ツ家中央公園,TRIMBLE ALLOY,TRM59800.80     GSI
93017,EL05339551102,練馬,東京都,練馬区立田柄第二小学校,5700,TRM29659.00
93018,EL05340504101,白井,千葉県,白井市立大山口小学校,TRIMBLE ALLOY,TRM159900.00    GSI
93019,EL05339435902,小金井,東京都,独立行政法人　情報通信研究機構,TOPCON NETG5,TRM159900.00    GSI
93020,EL05340426501,富里,千葉県,富里市立向台幼稚園,TOPCON NETG5,TRM59800.80     GSI
93021,EL05340553102,干潟,千葉県,旭市万歳自然公園,TRIMBLE NETR9,TPSCR.G5        GSI
93022,EL05340467601,銚子,千葉県,銚子市立第三中学校,TOPCON NETG5,TRM59800.80     GSI
93023,EL05339471202,千葉市川,千葉県,南行徳公園,TRIMBLE ALLOY,TRM59800.80     GSI
93024,EL05340337502,千葉松尾,千葉県,松尾運動公園,TRIMBLE ALLOY,TRM159900.00    GSI
93025,EL05340215401,千葉緑,千葉県,千葉県農林総合研究センター,TOPCON NETG5,TRM59800.80     GSI
93026,EL05339257303,神奈川川崎,神奈川県,川崎市立玉川小学校,TOPCON NETG5,TRM159900.00    GSI
93027,EL05340223501,大網白里,千葉県,大網白里町立大網中学校,TRIMBLE ALLOY,TRM159900.00    GSI
93028,EL05339232701,町田,東京都,町田市立南第一小学校,TRIMBLE ALLOY,TRM159900.00    GSI
93029,EL05339127501,厚木,神奈川県,荻野運動公園,TRIMBLE ALLOY,TRM159900.00    GSI
93030,EL05340103402,市原１,千葉県,市原市立有秋西小学校,TRIMBLE ALLOY,TRM59800.80     GSI
93031,EL05339009302,山北,神奈川県,山北町立三保中学校,TRIMBLE ALLOY,TRM59800.80     GSI
93032,EL05339152202,横浜,神奈川県,横浜市立北方小学校(校舎屋上・屋上塔屋内),TRIMBLE NETR9,TPSCR.G5        GSI
93033,EL05340120602,長生,千葉県,尼ヶ台総合公園,TRIMBLE ALLOY,TRM59800.80     GSI
93034,EL05239739702,藤沢,神奈川県,藤沢市鵠沼運動公園（八部公園）,TRIMBLE ALLOY,TRM159900.00    GSI
93035,EL05239726103,二宮,神奈川県,富士見が丘１丁目第３遊園地(秋葉公園）,TOPCON NETG5,TRM59800.80     GSI
93036,EL05239767601,富津,千葉県,富津市立富津小学校,TRIMBLE ALLOY,TRM159900.00    GSI
93037,EL05240719101,市原２,千葉県,市原市立加茂中学校,TRIMBLE ALLOY,TRM159900.00    GSI
93038,EL05238778002,御殿場,静岡県,御殿場市桜公園,TOPCON NETG5,TRM59800.80     GSI
93039,EL05239567702,鋸南,千葉県,鋸南町学校給食センター,TRIMBLE ALLOY,TRM59800.80     GSI
93040,EL05239545901,三浦１,神奈川県,神奈川県立城ヶ島公園管理事務所,5700,TRM29659.00
93041,EL05240529102,勝浦,千葉県,勝浦市立荒川小学校跡地,TRIMBLE ALLOY,TRM159900.00    GSI
93042,EL05239507802,湯河原,神奈川県,湯河原町立湯河原中学校,TRIMBLE NETR9,TRM59800.80     GSI
93043,EL05238573202,静岡清水町,静岡県,清水町総合運動公園,TOPCON NETG5,TRM59800.80     GSI
93044,EL05240503601,鴨川,千葉県,鴨川市営総合運動施設,TRIMBLE ALLOY,TRM159900.00    GSI
93045,EL05239770603,鹿野山,千葉県,国土地理院鹿野山測地観測所,TRIMBLE ALLOY,TRM59800.80     GSI
93046,EL05238471902,大仁,静岡県,さつきヶ丘公園,TOPCON NETG5,TRM59800.80     GSI
93047,EL05239364901,館山,千葉県,館山市収集管理センター,TOPCON NETG5,TRM159900.00    GSI
93048,EL05239312003,小室山,静岡県,伊東市小室山公園,TOPCON NETG5,TRM59800.80     GSI
93049,EL05238279301,天城湯ヶ島１,静岡県,伊豆市立月ヶ瀬小学校,TOPCON NETG5,TRM59800.80     GSI
93050,EL05237250302,引佐,静岡県,浜松市引佐総合事務所　多目的研修センター（駐車場）,TOPCON NETG5,TRM159900.00    GSI
93051,EL05239134003,大島１,東京都,大島町立第二中学校,TRIMBLE ALLOY,TRM59800.80     GSI
93052,EL05238104101,掛川,静岡県,掛川市立城北小学校,TOPCON NETG3,TPSCR.G5        GSI
93053,EL05238170901,河津,静岡県,河津町立河津中学校,TRIMBLE ALLOY,TRM159900.00    GSI
93054,EL05237051702,浜松,静岡県,静岡県立浜松南高等学校,5700,TRM29659.00
93055,EL05239032401,大島２,東京都,大島町立第三中学校,TRIMBLE ALLOY,TRM59800.80     GSI
93056,EL05237030301,豊橋,愛知県,豊橋市立高根小学校,5700,TRM29659.00
93057,EL05139424001,新島,東京都,新島村立新島中学校,TRIMBLE ALLOY,TPSCR.G5        GSI
93058,EL05139214002,神津島１,東京都,神津島村開発総合センター,NETG3,TPSCR.G5        GSI
93059,EL05139144003,三宅１,東京都,三宅村立三宅中学校,TOPCON NETG5,TPSCR.G5        GSI
93060,EL05139047303,三宅２,東京都,三宅村立坪田中学校,TOPCON NETG5,TPSCR.G5        GSI
93061,EL05239300103,中伊豆,静岡県,伊豆市営国民宿舎　丸野温泉「万天の湯」,NetR9,TRM59800.80     GSI
93062,EL05239205902,伊東八幡野,静岡県,伊東市営いがいが根駐車場,TRIMBLE ALLOY,TRM159900.00    GSI
93063,EL05339426101,秋川,東京都,楓ヶ原公園,TRIMBLE ALLOY,TRM59800.80     GSI
93064,EL05338374802,山梨大月,山梨県,大月市営総合グランド陸上競技場,TRIMBLE ALLOY,TRM159900.00    GSI
93065,EL05339313201,藤野,神奈川県,相模原市立日連小学校,TRIMBLE ALLOY,TRM159900.00    GSI
93066,EL05339111601,秦野,神奈川県,菩提峠,TOPCON NETG5,TRM59800.80     GSI
93067,EL05239752301,横須賀,神奈川県,不入斗運動公園,TOPCON NETG5,TRM59800.80     GSI
93068,EL05239609302,箱根,神奈川県,箱根町立箱根中学校,TRIMBLE ALLOY,TRM159900.00    GSI
93069,EL05338133502,中富,山梨県,山梨県峡南地方勤労青年センター（常駐管理者不在）,TRIMBLE ALLOY,TRM159900.00    GSI
93070,EL05338169502,富士吉田,山梨県,富士吉田市立下吉田東小学校,TRIMBLE ALLOY,TRM159900.00    GSI
93071,EL05338043502,富士宮１,静岡県,富士宮市立井之頭保育園,TRIMBLE ALLOY,TRM159900.00    GSI
93072,EL05238766101,裾野１,静岡県,静岡県水ヶ塚公園,TOPCON NETG5,TRM59800.80     GSI
93073,EL05238734501,南部,山梨県,南部町立睦合小学校,TRIMBLE ALLOY,TRM159900.00    GSI
93074,EL05238624001,静岡１,静岡県,井川開拓牧場,TOPCON NETG5,TRM59800.80     GSI
93075,EL05238644902,富士宮２,静岡県,学校法人静岡理工科大学星陵高等学校,TRIMBLE ALLOY,TRM59800.80     GSI
93076,EL05238650701,富士,静岡県,静岡県立吉原工業高等学校,TOPCON NETG5,TRM159900.00    GSI
93077,EL05238448101,静岡清水市１,静岡県,静岡市水道局八木間ポンプ場第一取水井,TRIMBLE ALLOY,TRM159900.00    GSI
